idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	P6016	P6020	P6030	P6030s1	P6030s3	P6040	P6050	P6070	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210s1	P6220	Area	Esc	Mes	Dpto
3759175141	3759175	1	4	1	10	2	2	1	2	2004	11	3	6	1			3			2	1	1	1	3	3		17	3	6	17
3759176111	3759176	1	1	1	10	1	1	1	6	1957	58	1	3	1			1	1	62000	2	1	2		3	5		17	5	6	17
3759176121	3759176	1	2	1	10	2	2	1	6	1965	50	2	3	1			1	5		2	1	2		4	8		17	8	6	17
3759176131	3759176	1	3	1	10	3	2	1	10	1991	23	3	2	1			1	1	33600	2	1	2		6	3	3	17	14	6	17
3759176141	3759176	1	4	1	10	4	1	1	6	1991	24	5	2	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759176151	3759176	1	5	1	10	4	1	1	3	2010	5	4		1			1	5		2	1	1	1	2	0		17	0	6	17
3759176161	3759176	1	6	1	10	6	1	1	5	1994	21	3	1	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759176171	3759176	1	7	1	10	7	2	1	1	1996	19	5	1	1			1	5		2	1	1	1	6	0	2	17	11	6	17
3759177111	3759177	1	1	1	10	1	2	1	1	1959	56	1	5	1			1	2	491400	2	1	2		6	5	4	17	16	6	17
3759177121	3759177	1	2	1	10	2	2	1	1	1994	21	3	6	1			1	5		2	1	1	1	6	1	2	17	12	6	17
3759178111	3759178	1	1	1	10	1	2	1	4	1967	48	1	4	1			1	1	72000	2	1	2		6	8	5	17	19	6	17
3759178121	3759178	1	2	1	10	2	1	1	12	1965	49	3	6	1			1	3	125000	2	1	1	2	6	8	5	17	19	6	17
3759179111	3759179	1	1	1	10	1	1	1	11	1956	58	1	3	1			1	1	56000	2	1	2		5	11	2	17	11	6	17
3759179121	3759179	1	2	1	10	2	2	1	1	1961	54	2	3	1			1	5		2	1	2		4	7		17	7	6	17
3759179131	3759179	1	3	1	10	3	2	1	8	1989	25	3	6	1			1	1	29360	2	1	2		6	5	4	17	16	6	17
3759180111	3759180	1	1	1	10	3	1	1	6	1965	50	1	3	1			1	1	98	2	1	2		5	11	2	17	11	6	17
3759180121	3759180	1	2	1	10	3	2	1	10	1991	23	3	6	1			1	5		2	1	1	2	6	2	2	17	13	6	17
3759180131	3759180	1	3	1	10	3	2	1	2	1995	20	3	6	1			1	5		2	1	1	1	6	2	2	17	13	6	17
3759181111	3759181	1	1	1	10	1	1	1	9	1969	45	1	3	1			1	1	76000	2	1	1	1	6	8	4	17	19	6	17
3759181121	3759181	1	2	1	10	2	2	1	1	1972	43	2	3	1			1	1	99	2	1	2		6	7	5	17	18	6	17
3759181131	3759181	1	3	1	10	1	1	1	12	2009	5	3		1			1	5		2	2	1	2	2	0		17	0	6	17
3759182111	3759182	1	1	1	10	1	1	1	1	1988	27	1	2	1			1	1	29042	2	1	2		5	11	2	17	11	6	17
3759182121	3759182	1	2	1	10	1	2	1	1	1988	27	2	2	1			1	5		2	1	2		4	7		17	7	6	17
3759183111	3759183	1	1	1	10	1	2	1	1	1958	57	1	4	1			1	2	77322	2	1	2		6	5	4	17	16	6	17
3759183121	3759183	1	2	1	10	2	1	1	9	1994	20	3	6	1			1	5		2	1	1	2	6	3	2	17	14	6	17
3759184111	3759184	1	1	1	10	1	2	1	2	1972	43	1	4	1			3			2	1	2		3	5		17	5	6	17
3759184121	3759184	1	2	1	10	2	2	1	6	1995	20	3	6	1			3			2	1	1	1	6	0	2	17	11	6	17
3759184131	3759184	1	3	1	10	2	2	1	9	2001	13	3	6	1			3			2	1	1	1	4	0		17	5	6	17
3759184141	3759184	1	4	1	10	2	2	1	7	2003	11	3	6	1			3			2	1	1	1	4	0		17	5	6	17
3759184151	3759184	1	5	1	10	5	1	1	1	1939	76	5	2	1			3			2	1	2		3	3		17	3	6	17
3759184161	3759184	1	6	1	10	6	2	1	1	1939	76	5	2	1			3			2	2	2		1	0		17	0	6	17
3759185111	3759185	1	1	1	10	1	1	1	8	1966	48	1	3	1			1	5		2	1	2		5	11	2	17	11	6	17
3759185121	3759185	1	2	1	10	2	2	1	11	1977	37	2	3	1			1	3	80544	1	1	2		5	11	2	17	11	6	17
3759185131	3759185	1	3	1	10	1	1	1	8	2005	9	3		1			1	5		2	1	1	1	3	3		17	3	6	17
3759210111	3759210	1	1	1	10	1	1	1	1	1966	49	1	3	1			1	3	80544	2	1	2		3	5		17	5	6	17
3759210121	3759210	1	2	1	10	2	2	1	9	1970	44	2	3	1			1	5		2	1	2		3	5		17	5	6	17
3759210131	3759210	1	3	1	10	3	1	1	5	1992	23	3	6	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759210141	3759210	1	4	1	10	4	2	1	7	1940	74	5	5	1			1	2	77322	2	1	2		3	5		17	5	6	17
3759211111	3759211	1	1	1	10	1	1	1	12	1985	29	1	2	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759211121	3759211	1	2	1	10	2	2	1	12	1983	31	2	2	1			1	1	25774	2	1	2		6	3	3	17	14	6	17
3759211131	3759211	1	3	1	10	1	1	1	11	2001	13	3	6	1			1	5		2	1	1	1	4	6		17	6	6	17
3759211141	3759211	1	4	1	10	1	1	1	8	2011	3	3		1			1	5		2	2	1	2	2	0		17	0	6	17
3759212111	3759212	1	1	1	10	4	2	1	5	1932	83	1	5	1			1	5		2	2	2		1	0		17	0	6	17
3759212121	3759212	1	2	1	10	2	2	1	7	1958	56	3	6	1			1	2	77322	2	1	2		4	8		17	8	6	17
3759212131	3759212	1	3	1	10	3	1	1	4	1963	52	3	6	2	1	12				2	1	2		5	11	2	17	11	6	17
3759212141	3759212	1	4	1	10	4	2	1	1	1965	50	3	6	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759212151	3759212	1	5	1	10	5	1	1	3	1968	47	3	6	2	1	60				1	1	2		5	11	2	17	11	6	17
3759212161	3759212	1	6	1	10	6	1	1	11	1969	45	3	6	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759212171	3759212	1	7	1	10	7	1	1	10	1961	53	3	4	1			1	3	80544	2	1	2		6	1	2	17	12	6	17
3759212181	3759212	1	8	1	10	8	2	1	7	1971	43	3	4	1			1	1	25774	2	1	2		6	1	3	17	12	6	17
3759213111	3759213	1	1	1	10	1	1	1	10	1975	39	1	2	1			1	5		2	1	2		5	11	2	17	11	6	17
3759213121	3759213	1	2	1	10	2	2	1	11	1983	31	2	2	1			1	3	110000	2	1	2		6	3	2	17	14	6	17
3759213131	3759213	1	3	1	10	2	2	1	2	2015	0	3		1			1	5		2							17		6	17
3759214111	3759214	1	1	1	10	1	2	1	12	1958	56	1	4	1			1	9		2	1	2		3	5		17	5	6	17
3759214121	3759214	1	2	1	10	2	1	1	3	1980	35	3	6	1			1	3	80544	2	1	2		5	11	2	17	11	6	17
3759214131	3759214	1	3	1	10	3	2	1	7	1977	37	3	3	1			1	1	80000	2	1	2		6	5	4	17	16	6	17
3759214141	3759214	1	4	1	10	4	1	1	9	1974	40	5	3	1			1	1	136000	2	1	2		6	6	5	17	17	6	17
3759214151	3759214	1	5	1	10	3	2	1	1	2011	4	4		1			1	5		2	1	1	1	2	0		17	0	6	17
3759215111	3759215	1	1	1	10	1	1	1	7	1963	51	1	3	1			1	5		2	1	2		6	2	2	17	13	6	17
3759215121	3759215	1	2	1	10	2	2	1	7	1964	50	2	3	1			1	1	25774	2	1	2		6	4	4	17	15	6	17
3759215131	3759215	1	3	1	10	3	2	1	7	1991	23	3	6	1			1	3	80544	2	1	2		6	5	4	17	16	6	17
3759215141	3759215	1	4	1	10	4	2	1	9	1997	17	3	6	1			1	5		2	1	1	1	6	0	2	17	11	6	17
3759216111	3759216	1	1	1	10	1	1	1	11	1945	69	1	3	1			1	2	336000	2	1	2		6	5	3	17	16	6	17
3759216121	3759216	1	2	1	10	2	2	1	4	1942	73	2	3	1			1	5		2	1	2		4	8		17	8	6	17
3759217111	3759217	1	1	1	10	1	1	1	6	1966	49	1	2	1			3			2	1	2		5	11	2	17	11	6	17
3759217121	3759217	1	2	1	10	2	2	1	8	1971	43	2	2	1			3			2	1	2		5	11	2	17	11	6	17
3759217131	3759217	1	3	1	10	3	1	1	5	1992	23	3	6	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759217141	3759217	1	4	1	10	4	2	1	6	1990	24	3	4	1			3			2	1	2		6	2	3	17	13	6	17
3759217151	3759217	1	5	1	10	4	1	1	8	2009	5	4		1			3			2	2	1	1	2	0		17	0	6	17
3759218111	3759218	1	1	1	10	1	1	1	11	1980	34	1	2	1			1	1	56800	2	1	2		6	4	3	17	15	6	17
3759218121	3759218	1	2	1	10	2	2	1	11	1977	37	2	2	1			1	5		2	1	2		6	2	3	17	13	6	17
3759218131	3759218	1	3	1	10	3	1	1	3	1995	20	3	6	1			1	5		2	1	1	1	6	1	2	17	12	6	17
3759218141	3759218	1	4	1	10	1	1	1	4	2004	11	3	6	1			1	5		2	1	1	1	3	4		17	4	6	17
3759219111	3759219	1	1	1	10	1	1	1	9	1954	60	1	3	1			1	2	154644	2	1	2		5	11	2	17	11	6	17
3759219121	3759219	1	2	1	10	2	2	1	8	1953	61	2	3	1			1	2	420000	2	1	2		6	1	3	17	12	6	17
3759219131	3759219	1	3	1	10	3	2	1	12	1991	23	3	6	1			1	3	80544	2	1	1	2	6	1	2	17	12	6	17
3759219141	3759219	1	4	1	10	2	1	1	1	2012	3	4		1			1	5		2	2	1	2	2	0		17	0	6	17
3759221111	3759221	1	1	1	10	1	2	1	2	1986	29	1	2	1			1	3	80544	2	1	1	2	6	3	2	17	14	6	17
3759221121	3759221	1	2	1	10	2	1	1	12	1968	46	2	2	1			1	1	40000	2	1	2		5	11	2	17	11	6	17
3759221131	3759221	1	3	1	10	1	1	1	3	2008	7	3		1			1	5		2	1	1	2	3	1		17	1	6	17
3759221141	3759221	1	4	1	10	1	2	1	12	1930	84	5	5	1			1	5		2	1	2		3	2		17	2	6	17
3759222111	3759222	1	1	1	10	1	1	1	12	1948	66	1	3	1			3			2	1	2		4	9		17	9	6	17
3759222121	3759222	1	2	1	10	2	2	1	5	1948	67	2	3	1			3			2	1	2		3	5		17	5	6	17
3759222131	3759222	1	3	1	10	3	1	1	5	1975	40	3	6	1			3			2	1	2		5	11	2	17	11	6	17
3759222141	3759222	1	4	1	10	4	1	1	2	1978	37	4	4	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759222151	3759222	1	5	1	10	3	1	1	5	2004	11	4	6	1			1	5		2	1	1	1	3	4		17	4	6	17
3759222161	3759222	1	6	1	10	6	2	1	11	1965	49	9	4	1			1	5		2	1	2		4	8		17	8	6	17
3759222171	3759222	1	7	1	10	7	2	1	10	1994	20	9	6	1			1	1	25774	2	1	1	2	6	2	2	17	13	6	17
3759223111	3759223	1	1	1	10	1	2	1	10	1942	72	1	3	1			1	5		2	1	2		3	3		17	3	6	17
3759223121	3759223	1	2	1	10	2	1	1	2	1935	80	2	3	1			1	2	96000	2	1	2		3	5		17	5	6	17
3759223131	3759223	1	3	1	10	3	1	1	10	1975	39	3	6	1			1	1	80000	2	1	2		5	11	2	17	11	6	17
3759224111	3759224	1	1	1	10	1	1	1	10	1969	45	1	2	1			1	3	80544	2	1	2		3	2		17	2	6	17
3759224121	3759224	1	2	1	10	2	2	1	7	1968	46	2	2	1			3			2	1	2		3	3		17	3	6	17
3759224131	3759224	1	3	1	10	3	2	1	8	1996	18	3	6	1			3			2	1	1	1	6	0	2	17	11	6	17
3759224141	3759224	1	4	1	10	2	1	1	8	2008	6	3		1			3			2	2	1	1	2	1		17	0	6	17
3759225111	3759225	1	1	1	10	1	2	1	3	1963	52	1	4	1			1	3	80544	2	1	2		3	2		17	2	6	17
3759225121	3759225	1	2	1	10	2	2	1	7	1988	26	3	6	1			1	1	25774	2	1	1	1	6	2	2	17	13	6	17
3759225131	3759225	1	3	1	10	1	1	1	1	2002	13	3	6	1			1	5		2	1	1	1	4	7		17	7	6	17
3759254111	3759254	1	1	1	10	1	1	1	3	1962	53	1	2	1			1	3	80544	2	1	2		4	6		17	6	6	17
3759254121	3759254	1	2	1	10	2	2	1	12	1976	38	2	2	1			1	5		2	1	2		6	2	3	17	13	6	17
3759254131	3759254	1	3	1	10	3	1	1	2	1997	18	3	6	1			1	5		2	1	1	2	6	0	4	17	11	6	17
3759254141	3759254	1	4	1	10	4	2	1	3	1950	65	9	4	1			3			2	1	2		3	4		17	4	6	17
3759255111	3759255	1	1	1	10	1	2	1	7	1956	58	1	3	1			1	5		2	1	2		3	5		17	5	6	17
3759255121	3759255	1	2	1	10	2	1	1	1	1952	63	2	3	1			1	5		2	1	2		3	4		17	4	6	17
3759255131	3759255	1	3	1	10	3	2	1	9	1977	37	3	6	1			1	1	108000	2	1	2		6	1	5	17	12	6	17
3759255141	3759255	1	4	1	10	1	1	1	1	2005	10	4	6	1			1	5		2	1	1	1	3	5		17	5	6	17
3759255151	3759255	1	5	1	10	5	2	1	3	1982	33	3	6	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759255161	3759255	1	6	1	10	1	1	1	11	2001	13	4	6	1			1	5		2	1	1	1	4	8		17	8	6	17
3759255171	3759255	1	7	1	10	7	2	1	3	1982	33	3	6	1			1	1	25744	2	1	2		5	11	2	17	11	6	17
3759255181	3759255	1	8	1	10	7	1	1	2	2005	10	4	6	1			1	5		2	1	1	1	3	5		17	5	6	17
3759256111	3759256	1	1	1	10	1	2	1	11	1975	39	1	1	1			1	1	112000	2	1	2		6	10	5	17	21	6	17
3759256121	3759256	1	2	1	10	1	1	1	8	1982	32	2	1	1			1	5		2	1	1	1	6	1	4	17	12	6	17
3759257111	3759257	1	1	1	10	1	1	1	5	1981	34	1	3	1			1	5		2	1	2		5	11	2	17	11	6	17
3759257121	3759257	1	2	1	10	2	2	1	7	1975	39	2	3	1			1	3	80544	2	1	2		5	11	2	17	11	6	17
3759257131	3759257	1	3	1	10	2	2	1	5	2008	7	3		1			1	5		2	1	1	2	3	0		17	0	6	17
3759258111	3759258	1	1	1	10	1	2	1	7	1992	22	1	6	1			1	5		2	1	2		5	11	2	17	11	6	17
3759258121	3759258	1	2	1	10	1	2	1	7	2008	6	3		1			1	9		2	1	1	2	3	0		17	0	6	17
3759259111	3759259	1	1	1	10	1	1	1	1	1972	43	1	3	1			3			2	1	2		4	8		17	8	6	17
3759259121	3759259	1	2	1	10	2	2	1	12	1974	40	2	3	1			3			2	1	2		3	5		17	5	6	17
3759259131	3759259	1	3	1	10	3	1	1	5	1997	18	3	6	1			3			2	1	1	1	4	8		17	8	6	17
3759260111	3759260	1	1	1	10	1	2	1	8	1939	75	1	5	1			1	5		2	1	2		3	2		17	2	6	17
3759260121	3759260	1	2	1	10	4	2	1	2	1950	65	3	6	1			3			2	1	2		3	4		17	4	6	17
3759260131	3759260	1	3	1	10	4	1	1	7	1951	63	3	6	1			3			2	2	2		1	0		17	0	6	17
3759260141	3759260	1	4	1	10	4	2	1	1	1969	46	3	6	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759262111	3759262	1	1	1	10	1	2	1	10	1941	73	1	6	1			1	2	73490	2	1	2		3	5		17	5	6	17
3759263111	3759263	1	1	1	10	1	1	1	6	1947	68	1	3	1			2	2	180000	2	1	2		5	11	2	17	11	6	17
3759263121	3759263	1	2	1	10	2	2	1	6	1948	67	2	3	1			2	5		2	1	2		3	1		17	1	6	17
3759263131	3759263	1	3	1	10	3	2	1	12	1998	16	4	6	1			3			2	1	2		4	8		17	8	6	17
3759264111	3759264	1	1	1	10	1	1	1	4	1992	23	1	2	1			3			2	1	2		4	7		17	7	6	17
3759264121	3759264	1	2	1	10	2	2	1	4	1992	23	2	2	1			3			2	1	2		5	11	2	17	11	6	17
3759264131	3759264	1	3	1	10	2	2	1	10	2007	7	3		1			3			2	1	1	1	3	1		17	1	6	17
3759264141	3759264	1	4	1	10	2	2	1	2	2014	1	3		1			3			2							17		6	17
3759264151	3759264	1	5	1	10	2	1	1	8	2000	14	5	6	1			3			2	1	1	1	4	6		17	6	6	17
3759264161	3759264	1	6	1	10	2	2	1	3	2007	8	5		1			3			2	1	2		3	1		17	1	6	17
3759265111	3759265	1	1	1	10	1	1	1	11	1957	57	1	3	1			1	1	168000	2	1	2		6	11	5	17	22	6	17
3759265121	3759265	1	2	1	10	2	2	1	9	1979	35	2	3	1			1	3	150000	2	1	1	1	6	5	4	17	16	6	17
3759265131	3759265	1	3	1	10	2	2	1	10	2008	6	3		1			1	5		2	2	1	2	2	0		17	0	6	17
3759265141	3759265	1	4	1	10	4	2	1	9	1954	60	5	4	1			1	5		2	1	2		3	2		17	2	6	17
3759293111	3759293	1	1	1	10	1	2	1	10	1950	64	1	5	1			1	5		2	1	2		3	5		17	5	6	17
3759293121	3759293	1	2	1	10	2	1	1	8	1982	32	3	6	2	1	1				2	1	2		6	3	3	17	14	6	17
3759294111	3759294	1	1	1	10	1	1	1	10	1969	45	1	4	1			1	5		2	1	2		6	1	3	17	12	6	17
3759294121	3759294	1	2	1	10	2	2	1	3	1994	21	3	6	2	1	1				2	1	2		5	11	2	17	11	6	17
3759294131	3759294	1	3	1	10	2	2	1	9	2014	0	4		1			1	5		2							17		6	17
3759294141	3759294	1	4	1	10	4	1	1	9	1981	33	5	2	2	1	4				2	1	2		5	11	2	17	11	6	17
3759294151	3759294	1	5	1	10	5	2	1	3	1984	31	9	2	1			1	1	25774	2	1	2		5	10	1	17	10	6	17
3759295111	3759295	1	1	1	10	1	1	1	2	1950	65	1	2	1			1	3	80544	2	1	2		3	5		17	5	6	17
3759295121	3759295	1	2	1	10	2	2	1	9	1948	66	2	2	1			1	5		2	1	2		3	5		17	5	6	17
3759295131	3759295	1	3	1	10	3	2	1	11	1973	41	3	3	1			3			2	1	2		4	7		17	7	6	17
3759295141	3759295	1	4	1	10	4	1	1	4	1996	19	4	6	1			3			2	1	2		4	7		17	7	6	17
3759295151	3759295	1	5	1	10	3	1	1	6	2005	10	4	6	1			3			2	1	1	1	3	3		17	3	6	17
3759296111	3759296	1	1	1	10	1	1	1	8	1966	48	1	2	1			1	1	25774	2	1	2		3	5		17	5	6	17
3759296121	3759296	1	2	1	10	2	2	1	6	1974	41	2	2	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759296131	3759296	1	3	1	10	2	1	1	9	2005	9	3		1			1	5		2	1	1	1	3	1		17	1	6	17
3759296141	3759296	1	4	1	10	2	1	1	9	2005	9	3		1			1	5		2	1	1	1	3	2		17	2	6	17
3759297111	3759297	1	1	1	10	1	1	1	1	1967	48	1	3	1			3			1	1	2		5	11	2	17	11	6	17
3759297121	3759297	1	2	1	10	2	2	1	10	1972	42	2	3	2	1	120				2	1	2		5	11	2	17	11	6	17
3759298111	3759298	1	1	1	10	1	2	1	11	1987	27	1	2	1			1	1	25774	2	1	2		5	11	2	17	11	6	17
3759298121	3759298	1	2	1	10	2	1	1	6	1980	35	2	2	1			1	5		2	1	2		5	11	2	17	11	6	17
3759298131	3759298	1	3	1	10	1	2	1	5	2005	10	3	6	1			1	5		1	1	1	1	3	3		17	3	6	17
3759298141	3759298	1	4	1	10	4	1	1	4	1947	68	7	6	1			3			2	2	2		1	0		17	0	6	17
3759299111	3759299	1	1	1	10	1	1	1	6	1947	68	1	2	1			3			2	1	2		3	5		17	5	6	17
3759299121	3759299	1	2	1	10	2	2	1	1	1952	63	2	2	1			3			2	1	2		3	2		17	2	6	17
3759300111	3759300	1	1	1	10	1	2	1	2	1934	81	1	6	1			3			2	1	2		3	4		17	4	6	17
3759302111	3759302	1	1	1	10	1	1	1	11	1976	38	1	3	1			2	1	100000	2	1	2		6	2	3	17	13	6	17
3759302121	3759302	1	2	1	10	2	2	1	6	1980	35	2	3	1			2	5		2	1	2		6	2	2	17	13	6	17
3759302131	3759302	1	3	1	10	2	2	1	8	2007	7	3		1			2	5		2	1	1	1	3	1		17	1	6	17
3759302141	3759302	1	4	1	10	2	1	1	4	2011	4	3		1			2	5		2	2	1	1	2	0		17	0	6	17
3759303111	3759303	1	1	1	10	1	2	1	6	1957	58	1	6	1			3			2	1	2		4	8		17	8	6	17
3759303121	3759303	1	2	1	10	2	1	1	2	1960	55	5	6	2	1	4				2	1	2		5	11	2	17	11	6	17
3759303131	3759303	1	3	1	10	3	1	1	8	1964	50	5	6	1			3			2	1	2		3	5		17	5	6	17
3759303141	3759303	1	4	1	10	4	2	1	2	1967	48	5	6	1			3			2	2	2		1	0		17	0	6	17
3759303151	3759303	1	5	1	10	5	1	1	7	1982	32	5	6	1			3			2	1	2		3	5		17	5	6	17
3759304111	3759304	1	1	1	10	1	1	1	12	1936	78	1	2	1			2	2	48000	2	1	2		3	5		17	5	6	17
3759304121	3759304	1	2	1	10	2	2	1	9	1967	47	3	3	1			2	5		2	1	2		5	11	2	17	11	6	17
3759304131	3759304	1	3	1	10	3	1	1	9	1961	53	5	3	1			2	1	56000	2	1	2		6	5	4	17	16	6	17
3759304141	3759304	1	4	1	10	4	1	1	2	1990	25	4	6	1			2	5		2	1	1	2	6	4	2	17	15	6	17
3759305111	3759305	1	1	1	10	1	1	1	4	1967	48	1	3	1			3			2	1	2		3	5		68	5	6	68
3759305121	3759305	1	2	1	10	2	2	1	10	1972	42	2	3	1			3			2	1	2		4	8		68	8	6	68
3759305131	3759305	1	3	1	10	3	2	1	2	1997	18	3	6	1			3			2	1	1	1	6	1	2	68	12	6	68
3759305141	3759305	1	4	1	10	4	2	1	7	1999	15	3	6	1			3			2	1	1	1	4	7		68	7	6	68
3759305151	3759305	1	5	1	10	2	2	1	6	1924	91	9	5	1			3			2	2	2		1	0		68	0	6	68
3759306111	3759306	1	1	1	10	1	1	1	12	1950	64	1	2	1			1	2	77000	2	1	2		4	9		68	9	6	68
3759306121	3759306	1	2	1	10	2	2	1	9	1971	43	2	2	1			1	1	32000	2	1	2		6	2	3	68	13	6	68
3759306131	3759306	1	3	1	10	3	2	1	9	1994	20	3	6	1			1	4		2	1	1	1	6	2	3	68	13	6	68
3759306141	3759306	1	4	1	10	4	2	1	6	2004	11	3	6	1			1	5		2	1	1	1	4	0		68	5	6	68
3759307111	3759307	1	1	1	10	1	2	1	2	1965	50	1	5	1			1	2	77000	2	1	2		3	5		68	5	6	68
3759307121	3759307	1	2	1	10	2	1	1	5	1984	31	3	6	1			3			2	1	2		5	11	2	68	11	6	68
3759307131	3759307	1	3	1	10	3	1	1	8	1982	32	3	2	1			1	5		2	1	2		5	11	2	68	11	6	68
3759307141	3759307	1	4	1	10	4	2	1	5	1991	24	5	2	1			1	1	25800	2	1	2		6	2	3	68	13	6	68
3759307151	3759307	1	5	1	10	4	2	1	8	2011	3	4		1			1	5		2	2	1	1	2	0		68	0	6	68
3759307161	3759307	1	6	1	10	4	2	1	3	2014	1	4		1			1	5		2							68		6	68
3759307171	3759307	1	7	1	10	7	2	1	4	1993	22	3	4	1			1	5		2	1	2		6	1	2	68	12	6	68
3759307181	3759307	1	8	1	10	7	2	1	4	2015	0	4		1			1	5		2							68		6	68
3759307191	3759307	1	9	1	10	1	1	1	4	2010	5	4		1			1	5		2	2	1	1	2	0		68	0	6	68
37593071101	3759307	1	10	1	10	1	2	1	10	2013	1	4		1			1	5		2							68		6	68
3759308111	3759308	1	1	1	10	1	2	1	2	1969	46	1	3	1			1	1	40000	2	1	2		5	11	2	68	11	6	68
3759308121	3759308	1	2	1	10	2	2	1	9	1992	22	3	6	1			1	4		2	1	1	2	6	2	3	68	13	6	68
3759308131	3759308	1	3	1	10	1	1	1	8	2014	0	4		1			1	5		2							68		6	68
3759308141	3759308	1	4	1	10	1	1	1	1	2006	9	3		1			1	5		2	1	1	1	3	3		68	3	6	68
3759309111	3759309	1	1	1	10	1	1	1	5	1956	59	1	3	1			1	1	120000	2	1	2		6	5	4	68	16	6	68
3759309121	3759309	1	2	1	10	2	2	1	2	1973	42	2	3	1			1	4		2	1	1	1	6	4	3	68	15	6	68
3759309131	3759309	1	3	1	10	3	2	1	6	1997	18	3	6	1			1	5		2	1	1	2	6	1	2	68	12	6	68
3759309141	3759309	1	4	1	10	4	1	1	8	1999	15	3	6	1			1	5		2	1	1	2	5	10	1	68	10	6	68
3759310111	3759310	1	1	1	10	1	1	1	9	1969	45	1	3	1			1	5		2	1	2		6	6	5	68	17	6	68
3759310121	3759310	1	2	1	10	2	2	1	5	1973	42	2	3	1			1	1	120000	2	1	2		6	6	5	68	17	6	68
3759310131	3759310	1	3	1	10	1	2	1	7	2009	5	3		1			1	5		2	2	1	2	2	0		68	0	6	68
3759311111	3759311	1	1	1	10	1	1	1	3	1986	29	1	2	1			1	1	40000	2	1	2		5	11	2	68	11	6	68
3759311121	3759311	1	2	1	10	2	2	1	7	1979	35	2	2	1			1	1	36000	2	1	2		5	11	2	68	11	6	68
3759311131	3759311	1	3	1	10	3	2	1	2	1997	18	3	6	1			1	5		2	1	1	1	6	0	2	68	11	6	68
3759311141	3759311	1	4	1	10	2	2	1	3	2007	8	3		1			1	5		2	1	1	1	3	2		68	2	6	68
3759312111	3759312	1	1	1	10	1	1	1	7	1980	34	1	3	1			2	1	56000	2	1	2		5	11	2	68	11	6	68
3759312121	3759312	1	2	1	10	2	2	1	4	1980	35	2	3	1			2	5		2	1	1	2	6	3	3	68	14	6	68
3759312131	3759312	1	3	1	10	2	2	1	6	2003	12	3	6	1			2	5		2	1	1	1	4	6		68	6	6	68
3759313111	3759313	1	1	1	10	1	2	1	8	1961	53	1	5	1			1	2	77000	2	1	2		5	11	2	68	11	6	68
3759313121	3759313	1	2	1	10	2	2	1	5	1983	32	3	6	1			1	1	36000	2	1	2		6	3	3	68	14	6	68
3759313131	3759313	1	3	1	10	3	1	1	5	1991	24	3	6	1			1	1	25800	2	1	2		6	2	3	68	13	6	68
3759313141	3759313	1	4	1	10	4	2	1	2	2000	15	3	6	1			1	5		2	1	1	1	4	9		68	9	6	68
3759313151	3759313	1	5	1	10	5	1	1	6	1993	22	5	6	2	1	12				2	1	2		3	5		68	5	6	68
3759313212	3759313	2	1	2	10	1	2	1	4	1984	31	1	6	2	1	24				2	1	2		5	11	2	68	11	6	68
3759313222	3759313	2	2	2	10	1	1	1	6	2006	9	3		2	1	24				2	1	1	1	3	2		68	2	6	68
3759314111	3759314	1	1	1	10	1	1	1	10	1952	62	1	3	1			2	2	500000	2	1	2		6	6	4	68	17	6	68
3759314121	3759314	1	2	1	10	2	2	1	8	1957	57	2	3	1			2	2	77000	2	1	2		5	11	2	68	11	6	68
3759314131	3759314	1	3	1	10	3	2	1	1	1996	19	3	6	1			2	5		2	1	1	2	6	2	2	68	13	6	68
3759314141	3759314	1	4	1	10	4	2	1	6	1934	81	5	5	1			1	2	100000	2	1	2		3	5		68	5	6	68
3759315111	3759315	1	1	1	10	1	1	1	12	1968	46	1	6	1			3			2	1	2		4	8		68	8	6	68
3759315121	3759315	1	2	1	10	2	2	1	11	1962	52	2	3	1			3			2	1	2		3	5		68	5	6	68
3759315131	3759315	1	3	1	10	3	1	1	5	2000	15	3	6	1			3			2	1	1	1	4	9		68	9	6	68
3759316111	3759316	1	1	1	10	1	1	1	4	1933	82	1	5	1			1	5		2	1	2		3	5		68	5	6	68
3759316121	3759316	1	2	1	10	2	1	1	8	1958	56	3	6	1			1	3	80500	2	1	2		5	11	2	68	11	6	68
3759316131	3759316	1	3	1	10	3	1	1	10	1960	54	3	6	1			1	1	36000	2	1	2		5	11	2	68	11	6	68
3759321111	3759321	1	1	1	10	1	1	1	12	1950	64	1	5	1			1	2	77322	2	2	2		3	2		17	2	6	17
3759321121	3759321	1	2	1	10	2	1	1	4	1940	75	5	6	1			3			1	1	2		3	5		17	5	6	17
